bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),tipo_de_fluido,profundidade_topo_(m),profundidade_base_(m),quantidade_de_amostra,tipo_de_container,volume_(l),data_de_conclusão_do_poço,município/estado,depositária
POTIGUAR,72100027101.0,7-CLD-9-RN,ÓLEO ,"474,00","474,00",1.0,Garrafa Plástica,"2,00",2013-06-24,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027101.0,7-CLD-9-RN,ÓLEO ,"446,50","446,50",1.0,Garrafa Plástica,"2,00",2013-06-24,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027101.0,7-CLD-9-RN,ÁGUA ,"445,50","446,50",1.0,Garrafa Plástica,"2,00",2013-06-24,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027101.0,7-CLD-9-RN,ÓLEO,"472,50","474,00",1.0,Garrafa Plástica,"2,00",2013-06-24,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027101.0,7-CLD-9-RN,ÓLEO,"472,50","475,50",1.0,Garrafa Plástica,"2,00",2013-06-24,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027116.0,7-CLD-10-RN,ÁGUA,"459,00","459,00",1.0,Garrafa Plástica,"2,00",2013-06-14,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027116.0,7-CLD-10-RN,ÓLEO,"423,00","423,00",1.0,Garrafa Plástica,"2,00",2013-06-14,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027116.0,7-CLD-10-RN,ÓLEO,"407,00","410,30",1.0,Garrafa Plástica,"2,00",2013-06-14,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027116.0,7-CLD-10-RN,ÓLEO,"447,70","448,50",1.0,Garrafa Plástica,"2,00",2013-06-14,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027116.0,7-CLD-10-RN,ÓLEO,"409,50","411,00",1.0,Garrafa Plástica,"2,00",2013-06-14,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027116.0,7-CLD-10-RN,ÓLEO,"409,50","477,00",1.0,Garrafa Plástica,"2,00",2013-06-14,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027116.0,7-CLD-10-RN,ÁGUA ,"474,80","477,00",1.0,Garrafa Plástica,"2,00",2013-06-14,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027116.0,7-CLD-10-RN,ÓLEO,"409,50","477,00",1.0,Garrafa Plástica,"2,00",2013-06-14,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027540.0,7-CLD-11-RN,ÁGUA ,"474,00","474,00",1.0,Garrafa Plástica,"1,00",2014-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027540.0,7-CLD-11-RN,ÁGUA ,"446,00","446,00",1.0,Garrafa Plástica,"1,00",2014-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027540.0,7-CLD-11-RN,ÁGUA ,"429,80","429,80",1.0,Garrafa Plástica,"2,00",2014-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027540.0,7-CLD-11-RN,ÁGUA ,"446,10","446,10",1.0,Garrafa Plástica,"2,00",2014-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027540.0,7-CLD-11-RN,ÓLEO,"440,50","441,50",1.0,Garrafa Plástica,"2,00",2014-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027540.0,7-CLD-11-RN,ÓLEO,"475,00","476,00",1.0,Garrafa Plástica,"2,00",2014-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027540.0,7-CLD-11-RN,ÁGUA,"475,20","475,20",1.0,Garrafa Plástica,"0,50",2014-04-05,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027566.0,7-CLD-12-RN,ÁGUA,"474,50","474,50",1.0,Garrafa Plástica,"0,50",2014-04-11,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027566.0,7-CLD-12-RN,ÓLEO,"472,60","472,60",1.0,Garrafa Plástica,"2,00",2014-04-11,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027566.0,7-CLD-12-RN,ÁGUA,"415,20","416,20",1.0,Garrafa Plástica,"2,00",2014-04-11,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027566.0,7-CLD-12-RN,ÓLEO,"472,30","473,00",1.0,Garrafa Plástica,"2,00",2014-04-11,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027567.0,7-CLD-13-RN,ÁGUA,"477,80","477,80",1.0,Garrafa Plástica,"2,00",2014-04-18,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027567.0,7-CLD-13-RN,ÁGUA,"414,50","414,50",1.0,Garrafa Plástica,"1,00",2014-04-18,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027567.0,7-CLD-13-RN,ÓLEO,"482,40","482,40",1.0,Garrafa Plástica,"2,00",2014-04-18,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027567.0,7-CLD-13-RN,ÁGUA,"455,80","455,80",1.0,Garrafa Plástica,"2,00",2014-04-18,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027567.0,7-CLD-13-RN,ÁGUA,"488,00","488,00",1.0,Garrafa Plástica,"2,00",2014-04-18,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027567.0,7-CLD-13-RN,ÓLEO,"482,00","483,00",1.0,Garrafa Plástica,"2,00",2014-04-18,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027584.0,7-CLD-14-RN,ÁGUA,"414,20","414,20",1.0,Garrafa Plástica,"2,00",2014-04-24,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027584.0,7-CLD-14-RN,ÓLEO,"477,20","477,20",1.0,Garrafa Plástica,"2,00",2014-04-24,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027584.0,7-CLD-14-RN,ÓLEO,"412,50","414,50",1.0,Garrafa Plástica,"2,00",2014-04-24,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027584.0,7-CLD-14-RN,ÁGUA,"452,80","455,00",1.0,Garrafa Plástica,"2,00",2014-04-24,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027584.0,7-CLD-14-RN,ÓLEO,"476,80","478,00",1.0,Garrafa Plástica,"2,00",2014-04-24,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027584.0,7-CLD-14-RN,ÁGUA,"447,00","448,00",1.0,Garrafa Plástica,"2,00",2014-04-24,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027585.0,7-CLD-15-RN,ÓLEO,"479,00","479,00",1.0,Garrafa Plástica,"2,00",2014-04-30,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027585.0,7-CLD-15-RN,ÓLEO,"412,40","412,40",1.0,Garrafa Plástica,"2,00",2014-04-30,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027585.0,7-CLD-15-RN,ÓLEO,"444,00","446,00",1.0,Garrafa Plástica,"2,00",2014-04-30,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027585.0,7-CLD-15-RN,ÓLEO,"478,00","480,00",1.0,Garrafa Plástica,"2,00",2014-04-30,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027585.0,7-CLD-15-RN,ÓLEO,"444,00","480,00",1.0,Garrafa Plástica,"2,00",2014-04-30,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027586.0,7-CLD-16-RN,ÓLEO,"440,80","442,30",1.0,Garrafa Plástica,"2,00",2014-05-17,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027586.0,7-CLD-16-RN,ÓLEO,"472,00","473,50",1.0,Garrafa Plástica,"2,00",2014-05-17,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027586.0,7-CLD-16-RN,ÓLEO,"440,80","473,50",1.0,Garrafa Plástica,"2,00",2014-05-17,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027588.0,7-CLD-17-RN,ÁGUA,"454,20","454,20",1.0,Garrafa Plástica,"2,00",2014-05-25,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100027588.0,7-CLD-17-RN,ÓLEO,"478,30","479,80",1.0,Garrafa Plástica,"2,00",2014-05-25,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028342.0,7-CLD-18-RN,ÓLEO,"407,00","409,00",1.0,Garrafa Plástica,"2,00",2015-07-26,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028342.0,7-CLD-18-RN,ÁGUA ,"473,00","476,00",1.0,Garrafa Plástica,"2,00",2015-07-26,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028342.0,7-CLD-18-RN,ÓLEO,"407,00","476,00",1.0,Garrafa Plástica,"2,00",2015-07-26,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028343.0,7-CLD-19-RN,ÓLEO,"441,50","446,00",1.0,Garrafa Plástica,"2,00",2015-07-30,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028343.0,7-CLD-19-RN,ÓLEO,"472,00","474,00",1.0,Garrafa Plástica,"2,00",2015-07-30,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028343.0,7-CLD-19-RN,ÓLEO,"441,50","474,00",1.0,Garrafa Plástica,"2,00",2015-07-30,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028344.0,7-CLD-20-RN,ÁGUA,"414,50","415,50",1.0,Garrafa Plástica,"2,00",2015-08-03,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028344.0,7-CLD-20-RN,ÓLEO,"476,50","477,50",1.0,Garrafa Plástica,"2,00",2015-08-03,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028344.0,7-CLD-20-RN,ÓLEO,"479,00","480,50",1.0,Garrafa Plástica,"2,00",2015-08-03,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028344.0,7-CLD-20-RN,ÓLEO,"476,50","480,50",1.0,Garrafa Plástica,"2,00",2015-08-03,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028380.0,7-CLD-22-RN,ÓLEO,"438,00","440,50",1.0,Garrafa Plástica,"2,00",2015-08-12,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028380.0,7-CLD-22-RN,ÓLEO,"444,00","445,00",1.0,Garrafa Plástica,"2,00",2015-08-12,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028380.0,7-CLD-22-RN,ÓLEO,"471,00","476,00",1.0,Garrafa Plástica,"2,00",2015-08-12,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028380.0,7-CLD-22-RN,ÓLEO,"438,00","476,00",1.0,Garrafa Plástica,"2,00",2015-08-12,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028392.0,7-CLD-23-RN,ÓLEO,"470,00","471,50",1.0,Garrafa Plástica,"2,00",2015-08-16,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028392.0,7-CLD-23-RN,ÓLEO,"474,50","477,00",1.0,Garrafa Plástica,"2,00",2015-08-16,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028392.0,7-CLD-23-RN,ÓLEO,"439,00","477,00",1.0,Garrafa Plástica,"2,00",2015-08-16,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028393.0,7-CLD-24-RN,ÁGUA,"447,50","449,00",1.0,Garrafa Plástica,"2,00",2015-08-22,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028393.0,7-CLD-24-RN,ÓLEO,"442,50","444,00",1.0,Garrafa Plástica,"2,00",2015-08-22,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100028393.0,7-CLD-24-RN,ÁGUA,"410,00","413,00",1.0,Garrafa Plástica,"2,00",2015-08-22,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100023904.0,3-GALP-31-RN,ÓLEO,546,547,1.0,Garrafa Plástica,"2,00",2009-06-03,MOSSORÓ/RN,MANDACARU
POTIGUAR,72100023945.0,4-GALP-32-RN,Água/Óleo,"528,50","528,50",1.0,Garrafa Plástica,"2,00",2009-06-20,MOSSORÓ/RN,MANDACARU
POTIGUAR TERRA,721000780800.0,1-BRSA-753D-RN,ÓLEO,"3.060,00","3.063,50",2.0,Garrafa Vidro Âmbar,1,2009-12-22,RIO DE JANEIRO/RJ,ORIGEM
POTIGUAR,72100022273.0,1-GALP-2-RN,ÓLEO,1421,nan,1.0,plástico,5,2007-05-16,RIO DE JANEIRO/RJ,PETROGAL
POTIGUAR,72100023686.0,4-GALP-29-RN,ÓLEO,"1353,1",nan,1.0,plástico,5,2009-03-22,RIO DE JANEIRO/RJ,PETROGAL
SERGIPE,90120022598.0,1-GALP-11-SE,ÓLEO,"818,00","832,00",8.0,Garrafa,1,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120024986.0,1-GALP-35-SE,ÓLEO,"977,30","1.000,00",3.0,Garrafa,1,2010-09-19,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120028605.0,4-GALP-46-SE,ÁGUA CORTADA POR LAMA,0,0,3.0,Garrafa,1,2016-01-25,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,ÓLEO,"969,00","979,00",1.0,Garrafa,1,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,ÓLEO,"979,00","1000,00",1.0,Garrafa,5,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,ÓLEO,"1000,00","1030,00",1.0,Garrafa,5,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022598.0,1-GALP-11-SE,ÓLEO,"818,00","832,00",8.0,Garrafa,5,2007-11-05,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022654.0,1-GALP-12-SE,ÓLEO,"604,50","604,50",1.0,Garrafa,5,2007-12-01,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120022654.0,1-GALP-12-SE,ÓLEO,"1001,70","1043,00",1.0,Garrafa,5,2007-12-01,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120024986.0,3-GALP-35-SE,ÓLEO,"977,30","1000,00",8.0,Garrafa,1,2010-09-19,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120025077.0,4-GALP-36-SE,ÓLEO,"982,12","1042,13",1.0,Garrafa,5,2010-10-27,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120025077.0,4-GALP-36-SE,ÓLEO,"982,12","1020,00",1.0,Garrafa,5,2010-10-27,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120025077.0,4-GALP-36-SE,ÓLEO,"1042,10","1062,40",1.0,Garrafa,5,2010-10-27,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120025077.0,4-GALP-36-SE,ÓLEO,"982,12","1042,13",1.0,Garrafa,5,2010-10-27,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120028605.0,4-GALP-46-SE,ÓLEO,"0,00","0,00",3.0,Garrafa,1,2010-10-27,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120027960.0,7-RB-2-SE,ÓLEO,"1053,90","1085,00",1.0,Garrafa,5,2015-01-31,SANTO AMARO DAS BROTAS/SE,PETROM
SERGIPE,90120027960.0,7-RB-2-SE,ÓLEO,"975,00","1015,00",1.0,Garrafa,5,2015-01-31,SANTO AMARO DAS BROTAS/SE,PETROM
SANTOS,74316029859.0,4-BRSA-1386D-RJS,ÓLEO,"5.158,50","5.367,60",1.0,garrafa plástica 1L,1 L,2023-01-31,RIO DE JANEIRO/RJ,PETRONAS
RECÔNCAVO TERRA,202400125800.0,7-CS-28-BA,ÓLEO,"1.300,50","1.300,50",1.0,Garrafa Vidro Âmbar,1,1962-02-17,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400644300.0,7-FBL-18D-BA,ÓLEO,"991,00","1.045,00",2.0,Garrafa Vidro Âmbar,1,2009-10-01,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400646900.0,7-FBL-20D-BA,ÓLEO,"994,00","1.038,00",2.0,Garrafa Vidro Âmbar,1,2009-12-13,SIMÕES FILHO/BA,PETRORECÔNCAVO
RECÔNCAVO TERRA,202400324200.0,7-ROV-11-BA,ÓLEO,"1.355,00","1.503,00",6.0,Garrafa Vidro Âmbar,1,1979-03-23,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000782900.0,1-BRSA-762D-RN,ÓLEO,"2.540,00","2.546,00",2.0,Garrafa Vidro Âmbar,1,2010-05-17,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000841900.0,1-BRSA-1000-RN,ÓLEO,"884,00","887,00",2.0,Garrafa Vidro Âmbar,1,2012-01-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000841900.0,1-BRSA-1000-RN,ÓLEO,"1.028,50","1.032,00",2.0,Garrafa Vidro Âmbar,1,2012-01-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000841900.0,1-BRSA-1000-RN,ÓLEO,"1.108,50","1.111,00",4.0,Garrafa Vidro Âmbar,1,2012-01-05,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000842400.0,1-BRSA-1006-RN,ÓLEO,"1.303,50","1.315,00",2.0,Garrafa Vidro Âmbar,1,2012-02-13,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000664900.0,1-BRSA-368-RN,ÓLEO,"496,00","501,00",2.0,Garrafa Vidro Âmbar,1,2005-11-27,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000725600.0,1-BRSA-543-RN,ÓLEO,"478,00","481,00",2.0,Garrafa Vidro Âmbar,1,2009-01-01,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000749200.0,1-BRSA-673-RN,ÓLEO,"1.735,00","1.750,00",2.0,Garrafa Vidro Âmbar,1,2009-10-09,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000529000.0,1-LPX-1D-RN,ÓLEO,"1.564,00","1.605,00",2.0,Garrafa Vidro Âmbar,1,1998-01-09,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000660200.0,1-BRSA-351D-RN,ÓLEO,"1.827,50","1.831,00",3.0,Garrafa Vidro Âmbar,1,2005-09-18,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000660200.0,1-BRSA-351D-RN,ÓLEO,"1.836,00","1.839,00",3.0,Garrafa Vidro Âmbar,1,2005-09-18,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000694500.0,1-BRSA-489D-RN,CONDENSADO,"3.949,00","3.971,00",2.0,Garrafa Vidro Âmbar,1,2009-09-11,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000845400.0,1-BRSA-1038-RN,ÓLEO,"1.136,00","1.142,00",2.0,Garrafa Vidro Âmbar,1,2012-02-20,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000591500.0,1-BRSA-63-RN,ÓLEO,"1.372,00","1.388,00",4.0,Garrafa Vidro Âmbar,1,2006-01-14,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000677400.0,1-BRSA-456-RN,ÓLEO,"1.251,50","1.253,00",2.0,Garrafa Vidro Âmbar,1,2007-01-31,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000845200.0,1-BRSA-1034-RN,ÓLEO,"1.441,00","1.443,00",2.0,Garrafa Vidro Âmbar,1,2012-04-30,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000845200.0,1-BRSA-1034-RN,ÓLEO,"1.510,00","1.513,00",2.0,Garrafa Vidro Âmbar,1,2012-04-30,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000689400.0,1-BRSA-455-RN,ÓLEO,"1.689,00","1.704,00",2.0,Garrafa Vidro Âmbar,1,2008-12-30,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000689400.0,1-BRSA-455-RN,ÓLEO,"2.333,00","2.335,00",2.0,Garrafa Vidro Âmbar,1,2008-12-30,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000677900.0,3-BRSA-477-RN,ÓLEO,"512,50","515,50",2.0,Garrafa Vidro Âmbar,1,2007-04-20,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000812300.0,3-BRSA-844D-RN,ÓLEO,"1.643,00","1.647,00",2.0,Garrafa Vidro Âmbar,1,2010-10-24,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000812300.0,3-BRSA-844D-RN,ÓLEO,"1.885,00","1.889,00",2.0,Garrafa Vidro Âmbar,1,2010-10-24,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000824100.0,3-BRSA-874-RN,ÓLEO,"473,00","483,00",2.0,Garrafa Vidro Âmbar,1,2010-12-03,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000824100.0,3-BRSA-874-RN,ÓLEO,"535,00","543,00",4.0,Garrafa Vidro Âmbar,1,2010-12-03,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000827600.0,3-BRSA-893-RN,ÓLEO,"2.232,00","2.242,00",2.0,Garrafa Vidro Âmbar,1,2011-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000827600.0,3-BRSA-893-RN,ÓLEO,"2.361,50","2.376,00",2.0,Garrafa Vidro Âmbar,1,2011-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000827600.0,3-BRSA-893-RN,ÓLEO,"2.400,00","2.417,50",2.0,Garrafa Vidro Âmbar,1,2011-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000827600.0,3-BRSA-893-RN,ÓLEO,"2.449,00","2.454,00",2.0,Garrafa Vidro Âmbar,1,2011-03-19,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000852400.0,3-BRSA-1097-RN,ÓLEO,"1.047,00","1.051,00",2.0,Garrafa Vidro Âmbar,1,2012-10-07,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000852400.0,3-BRSA-1097-RN,ÓLEO,"1.084,50","1.088,00",2.0,Garrafa Vidro Âmbar,1,2012-10-07,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000651500.0,3-BRSA-333-RN,ÓLEO,"886,00","890,00",2.0,Garrafa Vidro Âmbar,1,2005-02-24,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000567800.0,3-BRSA-1-RN,ÓLEO,"726,00","735,50",2.0,Garrafa Vidro Âmbar,1,2000-06-28,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000654000.0,3-BRSA-330-RN,ÓLEO,"281,00","936,50",2.0,Garrafa Vidro Âmbar,1,2005-02-28,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000654000.0,3-BRSA-330-RN,ÓLEO,"345,00","351,00",4.0,Garrafa Vidro Âmbar,1,2005-02-28,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000740600.0,3-BRSA-630-RN,ÓLEO,"2.016,00","2.037,00",2.0,Garrafa Vidro Âmbar,1,2008-09-18,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000785100.0,3-BRSA-766-RN,ÓLEO,"457,00","470,50",2.0,Garrafa Vidro Âmbar,1,2009-12-13,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000785100.0,3-BRSA-766-RN,ÓLEO,"489,00","497,50",2.0,Garrafa Vidro Âmbar,1,2009-12-13,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000841000.0,3-BRSA-991D-RN,ÓLEO,"1.416,00","1.431,00",2.0,Garrafa Vidro Âmbar,1,2011-12-14,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000841000.0,3-BRSA-991D-RN,ÓLEO,"1.618,00","1.639,00",2.0,Garrafa Vidro Âmbar,1,2011-12-14,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000841000.0,3-BRSA-991D-RN,ÓLEO,"1.631,00","1.635,00",2.0,Garrafa Vidro Âmbar,1,2011-12-14,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000841000.0,3-BRSA-991D-RN,ÓLEO,"1.661,00","1.666,00",2.0,Garrafa Vidro Âmbar,1,2011-12-14,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000841000.0,3-BRSA-991D-RN,ÓLEO,"1.777,50","1.781,00",2.0,Garrafa Vidro Âmbar,1,2011-12-14,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000490300.0,3-PX-8-RN,ÓLEO,"1.618,00","1.627,00",2.0,Garrafa Vidro Âmbar,1,1995-11-20,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000688200.0,3-BRSA-525D-RN,ÓLEO,"3.247,00","3.259,00",2.0,Garrafa Vidro Âmbar,1,2008-01-12,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000688200.0,3-BRSA-525D-RN,ÓLEO,"3.435,00","3.449,50",2.0,Garrafa Vidro Âmbar,1,2008-01-12,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000738500.0,3-BRSA-608-RN,ÓLEO,"898,50","908,00",2.0,Garrafa Vidro Âmbar,1,2009-11-12,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000738500.0,3-BRSA-608-RN,ÓLEO,"1.256,00","1.259,00",1.0,Garrafa Vidro Âmbar,1,2009-11-12,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000738500.0,3-BRSA-608-RN,ÓLEO,"1.517,00","1.520,00",3.0,Garrafa Vidro Âmbar,1,2009-11-12,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000790400.0,3-BRSA-776-RN,ÓLEO,"2.651,00","2.664,00",2.0,Garrafa Vidro Âmbar,1,2013-06-07,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000790400.0,3-BRSA-776-RN,ÓLEO,"3.184,50","3.202,00",2.0,Garrafa Vidro Âmbar,1,2013-06-07,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000824000.0,3-BRSA-873-RN,ÓLEO,"1.648,00","1.654,00",2.0,Garrafa Vidro Âmbar,1,2011-02-06,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000824000.0,3-BRSA-873-RN,ÓLEO,"1.716,50","1.719,00",2.0,Garrafa Vidro Âmbar,1,2011-02-06,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000859100.0,3-BRSA-1130-RN,ÓLEO,"1.797,50","1.804,50",2.0,Garrafa Vidro Âmbar,1,2013-02-23,SIMÕES FILHO/BA,PETRORECÔNCAVO
POTIGUAR TERRA,721000742400.0,4-BRSA-634D-RN,ÓLEO,"2.033,00","2.037,00",2.0,Garrafa Vidro Âmbar,1,2008-09-22,SIMÕES FILHO/BA,PETRORECÔNCAVO
